source,word,aoa,arousal,conc,dom,fam,gender,image,size,valence,humor,social
scope,pillow,1.082,2.26,0.811,2.234,0.899,1.141,0.831,1.181,1.218,0.951591218,0.928611243
scope,pint,1.599,1.95,0.904,1.323,0.841,0.82,0.643,1.167,1.373,1.17752054,2.471977333
scope,pity,1.174,1.708,1.305,1.42,1.309,1.035,1.881,1.436,1.007,1.031265274,1.675208677
scope,plasma,1.116,2.104,1.404,1.213,2.053,1.094,1.909,1.684,1.051,1.1517196,1.486783883
scope,plea,1.224,1.522,1.527,1.956,1.6,0.905,1.839,1.662,1.314,0.982920092,2.206709137
scope,pleasure,1.587,1.81,1.079,2.38,1.173,1.485,1.727,1.308,1.138,1.228820573,1.980902978
scope,police,1.078,2.342,1.09,2.649,0.864,1.076,1.098,1.581,2.367,0.94932582,1.39810949
scope,portrait,1.099,1.859,1.111,1.303,1.446,1.22,0.925,1.348,0.949,1.139648542,2.390693418
scope,power,1.375,2.576,1.451,2.283,1.21,1.385,2.022,1.532,2.218,0.951474135,2.014801325
scope,prestige,0.855,1.999,1.641,2.011,1.705,1.5,1.612,0.945,1.562,1.252448582,1.683250823
scope,pride,1.339,2.206,1.546,2.041,1.875,1.588,1.768,1.647,2.461,1.074497769,1.701392618
scope,prince,0.785,1.627,0.85,2.249,1.671,0.663,0.997,1.135,1.547,1.040004421,1.883855898
scope,princess,0.742,2.242,1.622,2.189,1.988,0.687,1.135,1.345,1.614,1.234591643,1.492405014
scope,prison,1.038,2.061,1.249,1.864,1.495,0.874,0.916,1.183,0.98,0.944540556,1.23091491
scope,product,1.024,1.797,1.753,1.658,1.179,1.156,1.884,1.098,0.906,1.093249832,1.691838893
scope,progress,1.207,2.075,1.414,1.561,0.643,0.903,1.702,1.284,1.576,0.985527457,1.898616097
scope,project,1.214,1.918,1.518,1.841,1.017,0.83,1.856,1.118,1.199,0.841191024,1.95013597
scope,pumpkin,0.871,2.176,0.591,1.166,1.817,1.016,0.359,1.53,1.179,1.455493572,1.364516311
scope,punch,1.104,2.472,1.04,2.078,1.424,0.868,1.294,1.129,1.294,1.202148614,2.104171151
scope,pupil,1.074,1.61,1.06,1.787,1.49,0.943,1.331,1.339,0.771,1.239258844,2.150203856
scope,puzzle,1.141,2.246,1.491,1.61,1.023,0.666,1.412,1.317,1.517,1.293193135,1.945134901
scope,python,1.416,1.881,0.881,1.985,1.893,1.102,1.164,1.683,1.424,1.148581256,0.810643483
scope,rain,0.888,2.447,0.925,1.654,1.045,0.963,0.696,1.766,1.823,0.950011057,1.906795628
scope,rattle,1.525,2.031,1.544,1.525,1.909,0.796,1.597,1.397,1.071,1.146470209,1.956231026
scope,reason,1.261,2.163,1.527,1.94,1.337,1.191,1.765,1.458,1.171,1.130739328,2.212076091
scope,recall,1.167,1.394,1.531,1.672,1.554,0.869,1.856,1.1,0.744,1.089810849,2.22003861
scope,reject,1.473,2.558,1.134,2.531,1.438,1.151,1.594,1.515,0.981,1.120611097,2.31566812
scope,report,1.166,1.914,1.433,2.118,1.311,1.009,1.54,1.04,0.996,0.962502618,2.296713255
scope,reptile,1.267,2.347,0.965,1.404,1.751,1.004,0.691,1.534,0.966,1.069135133,0.895751942
scope,resort,1.044,1.975,1.632,1.652,1.708,0.892,1.754,1.58,1.745,1.339272487,2.093052318
scope,respect,0.854,1.73,1.61,1.645,0.696,1.269,1.64,1.05,0.814,1.050633449,0.97872097
scope,risk,0.998,2.206,1.908,1.827,1.081,0.808,1.536,1.15,1.422,1.147078669,1.774153051
scope,role,1.174,2.019,1.329,1.82,1.248,1.205,1.601,1.441,0.846,1.043563314,1.570838142
scope,romance,1.318,2.116,1.842,1.918,0.789,0.887,1.588,1.289,1.73,1.056297092,0.599736438
scope,rubble,1.236,1.878,1.379,1.343,1.734,0.844,1.197,1.711,1.066,1.245496088,1.94569121
scope,ruffle,1.576,1.948,1.536,1.586,1.773,1.286,1.626,1.497,1.187,1.309772873,2.302258729
scope,saloon,1.331,1.996,1.391,1.067,2.035,1.415,1.498,1.343,1.022,1.286647654,1.878734752
scope,sandwich,0.986,2.183,0.574,1.586,0.736,1.172,0.539,1.398,1.276,1.389766748,1.455533261
scope,scalpel,1.032,1.986,1.483,1.627,1.955,0.979,1.138,1.578,1.306,1.229673442,1.884661257
scope,script,1.086,1.794,1.398,1.879,1.499,0.817,1.425,1.242,1.045,1.138903617,2.174726932
scope,seed,1.048,1.558,0.963,1.314,1.349,1.284,1.046,1.774,1.286,1.189092198,1.335143699
scope,sentence,0.851,1.52,1.519,1.712,0.921,0.39,1.581,1.372,0.612,1.069044968,2.235183981
scope,service,1.317,1.942,1.355,1.679,1.616,1.504,1.62,1.417,1.445,0.992395327,1.559775764
scope,settle,1.523,1.602,1.309,1.997,1.267,1.166,1.363,1.559,1.331,1.098385913,1.863873916
scope,shaft,1.284,2.184,1.061,1.621,1.78,1.136,1.752,1.487,1.746,1.343667946,1.321975434
scope,shame,1.278,2.229,1.6,1.893,1.37,1.139,1.555,1.758,1.099,0.803219329,2.328535575
scope,shark,0.967,2.086,0.495,2.348,1.914,0.993,0.467,1.395,1.476,1.042782316,0.508977378
scope,shirt,0.829,1.91,0.378,1.405,0.876,0.957,0.722,1.208,0.841,0.981687159,1.429502802
scope,shrug,1.43,1.683,1.696,1.588,1.593,1.198,1.544,1.348,1.157,1.13512367,1.781039429
scope,signal,1.17,2.137,1.753,1.804,1.232,0.807,1.697,1.264,0.874,1.146083795,2.307994763
scope,sin,1.635,2.328,1.536,2.421,1.76,1.54,1.91,1.538,1.846,1.034965626,2.030609914
scope,sister,1.171,2.069,1.008,1.556,0.757,0.776,1.244,1.592,1.76,1.24272074,0.606339063
scope,slave,1.047,2.641,1.568,2.169,1.86,1.239,1.379,1.708,0.878,0.875735873,2.231201665
scope,sleep,0.83,2.81,1.521,2.664,0.441,1.344,1.523,1.523,1.303,1.137298243,2.068104513
scope,slope,1.402,1.945,1.335,2.13,1.869,0.967,0.816,1.4,1.032,1.037013416,1.452815176
scope,slum,1.127,2.422,1.635,2.053,1.784,0.888,1.452,1.513,1.031,0.847232572,2.340325657
scope,smear,1.341,2.101,1.242,1.531,1.424,1.399,1.64,1.15,1.078,1.196034834,1.532194194
scope,smell,1.068,2.44,1.93,1.403,1.073,1.216,1.906,1.618,1.596,1.265585623,1.502303896
scope,snail,0.785,1.346,0.656,1.3,1.641,1.052,0.388,1.022,0.969,1.173391363,0.722315119
scope,snort,1.264,2.311,1.401,1.444,1.738,1.093,1.519,1.115,1.304,1.12450706,1.578124263
scope,soldier,1.347,2.555,1.166,2.438,1.853,0.771,0.672,1.79,2.098,0.933387444,1.763709709
scope,sorrow,1.094,2.495,1.554,2.114,1.871,1.115,1.727,1.696,1.043,0.825182959,2.212088003
scope,sparkle,0.997,2.159,1.841,1.623,1.303,1.056,0.897,1.538,1.339,1.342542124,1.671665757
scope,spinach,1.198,1.725,0.765,1.487,1.502,0.954,0.749,1.244,1.691,1.046296728,0.646761667
scope,spirit,1.288,1.495,1.887,2.021,1.954,1.306,2.188,1.603,1.269,1.186218624,2.105445424
scope,spit,1.232,2.228,0.878,2.062,1.616,0.971,1.23,1.357,1.243,1.251665557,2.204972735
scope,spring,0.967,1.944,1.312,1.553,1.156,1.077,1.361,1.515,1.409,1.267341251,2.207604536
scope,squash,1.094,1.881,1.585,1.746,1.778,0.9,1.588,1.311,1.116,1.184578324,1.932410548
scope,squeeze,0.932,1.749,1.649,2.222,1.303,1.166,1.397,1.5,1.483,1.078221488,1.612317307
scope,stab,1.389,2.43,1.424,2.566,1.47,0.83,1.32,1.63,1.331,0.957427108,2.067057637
scope,status,1.312,1.719,1.798,2.007,1.553,1.447,1.595,1.022,1.226,1.180193689,1.714706211
scope,stock,1.42,1.853,1.52,1.672,1.536,1.06,1.899,1.379,1.247,0.948833442,1.757975026
scope,stomach,0.909,1.828,0.898,1.529,1.014,0.951,0.833,1.376,0.938,1.223860898,1.525799214
scope,stove,1.383,1.755,1.195,1.758,1.816,1.491,0.971,1.576,1.24,1.157026222,1.687745493
scope,strand,1.016,1.663,1.623,1.36,1.649,1.031,1.769,1.637,0.765,0.809507894,1.468081455
scope,stretch,1.31,1.621,1.519,1.329,0.785,0.928,1.5,1.322,1.328,1.119835817,1.743261609
scope,stride,1.382,2.1,1.238,1.445,1.193,0.968,1.266,1.416,1.224,1.014014697,1.857496271
scope,string,0.901,2.04,1.323,1.68,1.138,1.108,1.312,1.326,0.59,1.172481404,2.107768428
scope,suburb,0.948,1.413,1.215,1.768,1.567,1.106,1.459,1.343,1.43,0.853071563,2
scope,success,1.102,1.6,1.537,1.375,0.904,1.253,1.693,0.893,0.929,0.963187984,1.676387986
scope,surgeon,1.017,2.21,0.871,2.517,1.341,0.897,1,1.416,1.66,1.046606237,2.267234191
scope,sweater,1.595,2.022,0.764,0.961,1.999,1.038,0.65,1.086,1.077,1.058281474,1.621286967
scope,sword,0.949,2.3,0.687,1.996,1.771,1.028,0.468,1.339,1.353,1.221724534,2.143206321
scope,table,1.044,1.674,0.597,1.14,0.629,0.679,0.406,1.364,0.609,1.057487385,1.78915817
scope,taboo,1.389,2.39,1.446,1.952,1.861,1.131,1.517,1.555,1.255,1.261053015,1.802775638
scope,talent,0.983,1.725,1.681,1.687,1.159,1.136,1.936,1.349,1.247,1.191366794,1.956038588
scope,terror,1.177,2.598,1.683,2.18,1.533,1.121,2.071,1.216,0.794,0.808683037,2.083405796
scope,texture,1.002,2.194,1.635,1.161,1.453,1.155,1.41,1.456,0.84,1.059158236,1.559914528
scope,throat,1.123,1.617,0.936,1.537,1.111,1.098,0.691,1.095,0.754,1.228015224,2.007130147
scope,tiger,0.985,2.25,0.708,2.403,1.225,1.535,0.789,1.728,1.172,1.108677891,0.769669607
scope,toast,1.078,2.159,1.135,1.677,1.031,1.222,0.74,1.491,1.466,1.095321914,2.028740859
scope,toilet,0.716,2.031,0.377,1.714,0.452,0.906,0.826,0.98,1.131,1.148242805,1.348643978
scope,tortoise,1.008,2.306,0.49,1.194,1.668,0.712,0.433,1.16,1.243,1.27410099,1.231793821
scope,town,1.071,1.513,0.882,1.696,0.806,0.727,0.964,1.441,1.074,1.118033989,1.87153188
scope,toxin,1.121,2.363,1.586,1.942,1.852,0.848,1.608,1.786,1.144,1.141280425,0.746420027
scope,traffic,1.16,1.904,0.886,1.515,1.365,0.764,0.885,0.933,1.32,1.118369684,2.052872552
scope,transit,1.064,1.763,1.566,1.456,1.478,1.083,1.681,1.371,0.965,1.031802008,1.918806447
scope,treason,1.271,2.463,1.687,2.041,2.044,0.982,1.63,1.112,0.999,1.117793525,2.026144901
scope,treasure,1.047,1.865,1.659,1.493,1.4,1.136,1.018,1.521,1.224,1.095321914,2.039119579
scope,trend,1.339,1.865,1.556,1.602,1.167,1.073,1.343,1.385,1.643,1.083382642,1.82964998
scope,triumph,1.23,1.616,1.738,1.838,1.466,1.12,1.813,1.094,1.116,1.063335233,1.653279569
scope,troll,1.42,2.676,2.267,1.56,1.891,0.994,1.526,1.696,1.298,1.428045698,2.071231518
scope,trouble,0.77,2.384,1.582,2.253,1.471,1.025,1.591,0.93,1.317,1.131504764,1.998187585
scope,trousers,0.654,1.828,0.516,1.417,0.583,0.919,0.959,1.365,0.859,1.408437309,1.705605731
scope,trumpet,0.936,1.976,0.583,1.601,1.58,0.967,0.363,1.657,1.202,1.256953449,1.743423555
scope,trust,0.937,2.031,1.575,2.022,1.204,1.353,1.335,1.581,1.455,0.950011057,1.346954236
scope,tulip,1.178,1.993,0.929,1.413,1.8,0.867,1.251,1.021,1.286,1.165821506,1.521771821
scope,tumble,1.099,1.827,1.632,1.273,1.668,0.712,1.758,1.404,1.043,1.160071605,1.477097892
scope,typhoon,1.14,2.105,0.866,2.355,2.147,1.302,0.943,1.173,2,1.125483933,2.016728459
scope,ulcer,1.457,1.999,0.941,1.693,1.748,0.949,1.433,1.393,1.422,0.947484708,1.82964998
scope,urge,1.263,1.834,1.409,2.222,1.454,1.144,1.213,1.194,1.289,1.240088913,1.861549883
scope,usher,1.078,2.1,1.593,1.787,1.817,1.326,1.841,1.25,0.98,1.103607139,1.8516402
scope,venom,1.278,2.622,1.618,2.203,1.903,1.209,1.778,1.521,0.922,1.050976651,2.062190966
scope,verge,1.18,1.867,1.767,1.424,1.71,1.016,1.831,1.452,1.164,1.115623317,1.725763851
scope,version,1.078,1.607,1.787,1.282,1.295,0.565,1.861,1.027,0.631,0.963863195,1.756458063
scope,victim,1.218,2.298,1.675,1.961,1.406,0.98,1.552,1.753,0.971,0.790151014,1.833549771
scope,virtue,1.389,2.047,1.231,2.198,2.068,1.546,1.351,1.662,1.553,1.104523884,2.036221705
scope,vowel,1.099,1.701,1.766,1.369,1.479,0.882,1.993,1.262,1.016,1.182799551,1.355604049
scope,vulture,1.311,2.018,1.311,2.085,1.838,1.166,1.556,1.517,1.507,1.139012065,1.522773975
scope,waitress,1.129,2.273,0.777,1.523,1.088,0.682,0.8,1.458,0.808,1.010455848,1.40191582
scope,wallet,1.229,1.605,0.704,1.708,0.961,1.088,0.567,1.28,1.074,1.058452104,2.239306311
scope,walnut,1.403,1.764,1.273,1.503,1.871,0.963,1.172,1.094,0.948,1.194682374,1.077916862
scope,walrus,1.479,2.386,0.847,1.15,2.076,1.192,0.489,1.687,1.354,1.238278375,1.23056317
scope,whimper,1.209,2.007,1.238,1.228,1.44,0.883,1.46,1.25,0.892,1.152209272,1.807272466
scope,whisper,1.019,1.891,1.349,1.776,1.017,0.759,1.867,1.392,1.102,1.193117518,2.170590346
scope,whore,1.121,2.325,1.532,1.809,1.624,0.991,1.398,1.422,1.011,1.451932543,2.33458613
scope,wisdom,1.114,2.335,1.162,1.437,1.493,1.533,1.696,1.175,1.13,1.10036421,2.23341494
scope,wish,0.945,1.615,1.449,1.722,0.917,0.785,1.582,1.38,1.6,1.15309891,1.781547935
scope,wit,1.102,1.193,1.367,1.536,1.264,0.806,1.648,1.48,1.209,1.208435956,2.070196678
scope,wood,1.044,1.882,0.617,1.066,1.058,1.059,0.547,1.763,0.9,1.235334133,1.10194633
scope,wrath,0.933,2.196,1.837,2.232,1.636,1.31,1.816,1.488,1.772,1.214985793,2.026991774
scope,wrestle,0.936,1.935,1.499,2.265,1.669,1.125,1.349,1.433,1.555,1.165821506,2.071231518
scope,yeast,1.329,1.781,1.414,0.864,1.79,0.908,1.637,1.383,1.21,1.092328622,1.07126983
scope,zebra,0.968,1.749,0.47,1.343,1.882,1.07,0.583,1.438,1.278,1.36665783,1.419255338
gpt35,affair,0.755248,0.812404,0.94784,0.902441,0.195959,0.663325,0.370945,0.374166,1.27373,0.4,0.969536
gpt35,aisle,0.309839,0.908625,0.812404,0.567098,0.244949,0.523832,0.553534,0.447214,0.300666,0.583095,0.632456
gpt35,anchor,0.786384,0.879545,0.374166,0.603324,0.340588,0.244949,0.542586,0.394968,0.748331,0.447214,1.04881
gpt35,anger,0.866256,1.57683,0.4,0.764199,0.56921,2.40832,0.98102,0.411825,0.4,0.374166,1.11355
gpt35,ant,0.28,0.909065,0.6,0.755248,0.489898,2.00659,1.17541,0.6,0.748331,0.4,0.812404
gpt35,applause,0.793473,0.995188,0.547723,0.2,0.4,0.489898,0.509902,0.489898,0.601332,0.447214,0.678233
gpt35,apple,0.427083,0.607947,0.244949,0.8,0.2,1.95387,0.285657,0.509902,0.632456,0.316228,0.509902
gpt35,apron,0.447214,0.436348,0.583095,0.632456,0.318748,0.489898,0.430813,0.195959,0.2,0.374166,0.354401
gpt35,arson,0.523832,0.448999,1.3467,0.8,0.316228,2.60308,0.608605,0.978979,0.549181,0.4,1.59374
gpt35,art,0.287054,0.788923,0.734847,0.735935,0.342929,2.06553,0.285657,0.509902,0.567803,0.2,0.4
gpt35,artist,0.372022,0.193907,0.489898,0.788923,0.287054,0.748331,0.370945,0.12,0.488262,0.32619,0.678233
gpt35,aspect,0.788923,0.257682,0.372022,0.503587,0.489898,0.316228,0.361109,0.2,0.12,0.244949,0.948683
gpt35,asthma,0.857904,0.945727,1.15758,0.611882,0.87178,1.27499,0.917388,0.509902,0.4,0.4,1.0198
gpt35,attempt,0.458694,0.300666,0.812404,0.757892,0.489898,1.95959,0.547723,0.4,0.2,0.2,0.509902
gpt35,author,0.948683,1.14473,1.51341,0.4,0.391918,0.868562,0.205913,0.4,0.32,0.2,1.50333
gpt35,baby,0.386782,0.938936,0.381576,0.980612,0.285657,0.992774,0.611228,0.509902,0.65238,0.374166,0.663325
gpt35,balloon,0.735935,0.365513,0.318748,0.860233,0.318748,0.509902,0.493964,0.678233,0.92,0.318748,0.84947
gpt35,ban,0.316228,1.27028,1.02956,0.748331,1.01311,0.509902,0.685274,0.8,0.488262,0.08,0.927362
gpt35,bandage,1.08444,0.447214,0.608605,0.939361,0.365513,0.374166,0.370945,0.4,0.489898,0.244949,0.678233
gpt35,basket,0.798499,0.32619,0.509902,0.705975,0.5004,0.374166,0.384708,0.348712,0.6,0.244949,0.567803
gpt35,battle,0.387814,0.454313,0.233238,1.81373,0.51923,2.42074,0.59127,0.6,0.748331,0.4,0.6
gpt35,bead,0.775629,0.475815,0.244949,0.416653,0.677052,1.87083,0.426146,0.748331,0.4,0.583095,0.979796
gpt35,beer,0.557136,0.377359,0.08,0.63561,0.374166,0.427083,0.643739,0.374166,0.673498,0.628013,0.372022
gpt35,beggar,0.244949,1.44444,0.955824,0.222711,0.392938,0.663325,0.332265,0.748331,0.08,0.316228,0.4
gpt35,belief,0.2,0.426146,0.487442,0.711056,0.608605,1.96469,0.678233,0.374166,0.463033,0.2,0.678233
gpt35,bitch,0.421426,1.72325,0.894427,0.547723,0.04,1.772,0.748331,0.489898,0.509902,0.2,0.244949
gpt35,blame,0.458694,1.18254,0.68,0.598665,0.663325,0.372022,0.313688,0.583095,0.489898,0,1.11355
gpt35,bliss,0.5004,1.74516,0.65909,0.392938,0.662118,0.786384,0.636867,0.748331,0.332265,0.374166,1.2
gpt35,blister,0.458694,1.06846,0.87178,0.719444,0.374166,0.763151,0.32249,0.663325,0.195959,0.49558,0.83666
gpt35,blood,0.895768,1.14018,0.632456,1.38651,0.5004,0.509902,0.738647,0.547723,0.411825,0.488262,0.969536
gpt35,blouse,0.5004,0.820731,0.487442,0.479166,0.447214,0.4,0.40694,0.583095,0.4,0.2,0.583095
gpt35,boast,0.349857,0.818291,0.489898,1.05717,0.596657,1.02956,0.643117,0.2,1.6,0.4,0.4
gpt35,bondage,0.74135,1.66132,0.496387,0.203961,0.560714,1.249,0.365513,0.54626,0.54626,0.447214,0.8
gpt35,bonnet,0.511468,0.526878,0.583095,0.688767,0.547723,1.07703,0.374166,0.316228,0.489898,0.4,0.4
gpt35,bounce,0.338231,0.549181,0.531413,0.445421,0.509902,0.447214,0.678233,0.316228,0.627375,0.447214,0.734847
gpt35,bowel,0.640625,0.900222,0.4,0.331059,0.637495,0.6,0.51923,0.489898,0.87178,0.2,0.894427
gpt35,bowl,0.387814,0.422374,0,0.551362,0.233238,2.02485,0.244949,0.12,0.4,0.2,0.489898
gpt35,bracket,0.554977,0.458694,0.372022,0.489898,0.547723,0.5004,0.401995,0.4,0.4,0.244949,0.860233
gpt35,breakfast,0.224499,0.396989,0.374166,0.293939,0.382623,0.6,0.338231,0.2,0.4,0.244949,0.748331
gpt35,breast,0.621611,0.796492,0.4,1.0284,0.509902,1.32665,0.316228,0.244949,0.489898,0.2,0.4
gpt35,bulge,1.70716,0.391918,0.372022,0.583095,0.632456,0.08,0.109545,0.615142,0.2,0.2,0.6
gpt35,button,0.851822,0.377359,0.422374,0.542586,0.646838,0.597997,0.252982,0.316228,0.2,0.2,0.8
gpt35,camp,0.616441,0.361109,0.748331,0.59127,0.489898,0.447214,0.396989,0.387814,0.489898,0.316228,0.4
gpt35,cancer,0.492341,2.63712,1.09545,0.786384,0.354401,0.597997,1.2083,0.688767,0.583095,0.354401,1.29399
gpt35,candle,0.12,0.392938,0.547723,0.583095,0.231517,0.8,0.318748,0.488262,0.6,0.316228,0.632456
gpt35,candy,0.391918,0.768375,0.934666,0.372022,0.419524,0.374166,0.492341,0.244949,0.430813,0.567098,0.734847
gpt35,canoe,0.665132,0.483322,0.372022,1.0198,0.776144,0.224499,0.643739,0.377359,0.547723,0.577581,1.1225
gpt35,carcass,0.560714,0.475815,0.700286,0.663325,0.724983,1.50333,0.402989,1.2083,0.04,0.489898,0.707107
gpt35,caress,0.663325,0.172047,0.509902,1.1225,0.316228,0.49558,0.222711,0.316228,0.547723,0.257682,0.4
gpt35,carpet,0.421426,0.707107,0.571314,0.412795,0.509902,0.677052,0.43359,0.2,0.244949,0.244949,0.663325
gpt35,carriage,0.407922,1.15482,0.544059,0.989141,0.632456,2.16019,0.185472,0.489898,0.547723,0.316228,0.632456
gpt35,castle,0.69685,0.604649,0.2,0.632456,0.4,0.2,0.316228,0.4,0.507543,0.2,0.678233
gpt35,cattle,0.89666,1.54713,0.374166,0.969536,0.374166,0.8,0.509902,0.663325,0.615142,0.2,0.678233
gpt35,caution,0.474974,0.746726,0.374166,0.574108,0.372022,0.583095,0.444522,0.354401,0.4,0,0.372022
gpt35,cease,0.682935,0.92,1.10887,0.287054,0.983056,0.447214,0.2498,0.583095,0.4,0.4,1.16619
gpt35,ceiling,0.947418,0.858836,0.663325,0.615142,0.386782,0.338231,0.646838,0.392938,0.374166,0,0.597997
gpt35,chauffeur,0.94361,0.313688,0.316228,0.583095,0.489898,0.374166,0.354401,0.374166,0.4,0.4,0.948683
gpt35,chest,0.391918,0.4996,0.570614,0.396989,0.608605,0.707107,0.542586,0.374166,0.489898,0.244949,0.748331
gpt35,chew,0.466476,0.391918,0.4,0.501996,0.471593,0.699714,0.257682,0.416653,0.4,0.244949,0.489898
gpt35,child,0.377359,1.05338,0.509902,1.04384,0.233238,0.8,0.193907,0.98102,0.571314,0.28,0.338231
gpt35,chord,0.515364,0.69455,0.958332,0.244949,0.475815,0.678233,0.387814,0.632456,0.213542,0.447214,0.860233
gpt35,circuit,0.44,0.422374,0.509902,0.453431,0.448999,0.244949,0.193907,0.244949,0.571314,0.244949,0.4
gpt35,city,0.739189,0.515364,0.436348,0.464758,0.244949,0.69455,0.427083,0.583095,0.454313,0.2,0.447214
gpt35,class,0.672309,0.531413,0.4,0.969536,0.391918,0.2,0.707107,0.722772,0,0,0.979796
gpt35,clergy,0.593296,1.06471,0.4,0.597997,0.470744,0.8,0.488262,0.541849,0.4,0.2,0.798499
gpt35,cloak,0.863481,0.632456,0.752596,0.583095,0.5004,0.447214,0.491528,0.643739,0.8,0.489898,0.707107
gpt35,closure,0.484149,0.632456,0.87178,0.830903,0.509902,0.503587,0.391918,0.244949,0.632456,0.244949,0.748331
gpt35,clover,0.384708,0.430813,0.2,0.386782,0.6,1.34373,0.513809,0.244949,0.927362,0.489898,0.980612
gpt35,coffin,0.854166,1.64268,0.2,0.560714,0.63561,1.04881,0.835225,0.670522,0.427083,0.583095,1.18322
gpt35,column,0.798999,0.372022,0.483322,0.6,0.244949,0.426146,0.287054,0.509902,0.411825,0,0.748331
gpt35,comb,0.974885,0.396989,0.601997,0.812404,0.531413,0.338231,0.203961,0.2,0.2,0.2,0.509902
gpt35,compass,0.672309,0.699714,0.583095,0.491528,0.244949,0.374166,0.236643,0.489898,0.4,0.2,0.422374
gpt35,complex,0.4,0.81878,0.51923,0.338231,0.547723,0.4,0.515364,0.6,0.542586,0.4,0.87178
gpt35,concept,0.426146,0.538145,0.748331,0.595315,0.471593,2.05913,0.547723,0.4,0.489898,0,1.2083
gpt35,consent,1.14088,0.560714,0.374166,0.387814,0.233238,0.734847,0.372022,0.417612,0.489898,0.4,1.11355
gpt35,console,0.776144,0.708237,0.547723,0.492341,1.00678,2.30217,0.549181,0.32619,0.489898,0.374166,0.489898
gpt35,contempt,0.805978,2.22135,0.969536,0.28,0.32619,1.43527,0.54626,1.04038,0.372022,0.372022,1.15758
gpt35,context,0.811419,0.717217,0.374166,0.583095,0.244949,0.372022,0.604649,0.4,0.545527,0.2,0.374166
gpt35,contract,0.263818,0.624179,0.316228,0.640625,0.649307,2.45226,0.338231,0.509902,0.583095,0,0.632456
gpt35,costume,1.08922,0.671118,0.374166,0.531413,0.53066,0.655439,0.368782,0.244949,0.489898,0.2,0.632456
gpt35,cottage,0.531413,0.462169,0.193907,0.372022,0.387814,0.8,0.272764,0.489898,0.4,0.447214,0.748331
gpt35,cotton,0.300666,0.583095,0.538145,0.32619,0.760526,0.2,0.370945,0.257682,0.663325,0.2,0.509902
gpt35,couch,1.03421,0.840476,0.445421,1.12677,0.324962,0.774597,0.515364,0.5004,0.2,0.244949,0.374166
gpt35,cough,0.365513,0.700286,0.509902,0.738647,0.663325,2.25956,0.790949,0.6,0.4,0,0.894427
gpt35,county,0.278568,0.60531,0.583095,0.32619,0.471593,0.927362,0.195959,0.374166,0.515364,0.2,0.542586
gpt35,courage,0.755248,0.649307,0.503587,0.407922,0.422374,2.48725,0.422374,0.374166,0.4,0.4,0.489898
gpt35,crab,0.48,0.818291,0.287054,0.374166,0.87178,0.489898,0.427083,0.661513,0.708802,0.6,0.734847
gpt35,cricket,0.685857,0.666333,0.652993,0.798999,0.640625,0.547723,0.547723,0.447214,0.466476,0.244949,0.87178
gpt35,crisis,1.42464,1.06846,0.547723,0.567803,0.583095,0.678233,0.392938,0.489898,0.244949,0,1.0198
gpt35,crude,0.574108,1.26586,0.674092,0.873155,0.583095,0.4,0.365513,0.407922,0.748331,0.2,1.24097
gpt35,crystal,1.35558,0.894427,0.332265,0.640625,0.5004,0.632456,0.174356,0.374166,0.2,0.316228,0.734847
gpt35,cuddle,0.693974,1.06846,0.583095,0.748331,0,0.553534,0.370945,0.244949,0.387814,0.447214,0.860233
gpt35,culture,0.681175,0.338231,0.748331,0.861162,0.547723,0.793977,0.422374,0.583095,0.318748,0.374166,0.748331
gpt35,cure,0.652993,0.547723,0.727736,0.185472,0.900222,0.547723,0.222711,0.2,0.58515,0.489898,0.894427
gpt35,curtain,0.318748,0.998799,0.374166,0.757892,0.427083,2.00858,0.504381,0.60531,0.860233,0.316228,0.489898
gpt35,cushion,0.241661,0.332265,0.583095,0.431741,0.4,0.507543,0.36,0.32619,0.387814,0.4,0.316228
gpt35,dance,0.630555,1.05338,0.509902,0.305941,0.332265,0.547723,0.407922,0.4,0.538888,0.2,0.69455
gpt35,dandruff,0.579655,0.979796,0.894427,0,0.547723,1.04881,0.374166,0.812404,0.81878,0.244949,0.583095
gpt35,dare,0.714423,0.509902,0.509902,1.47431,0.374166,2.59507,0.935094,0.374166,1.11606,0.374166,0.316228
