source,word,aoa,arousal,conc,dom,fam,image,size,gender,valence,humor,social
gpt4,report,4.6,4.22,4.8,6,6.5,3.2,4.2,4.9,5.3,1.04,5
gpt4,reptile,3.72,5.36,6.8,4.48,4.6,6.44,4.4,5.5,4.5,2.2,1.16
gpt4,resort,5.18,4.5,6.06,6.06,4.8,5.76,5.26,3.9,7.12,2.2,4.06
gpt4,respect,4,5,2.4,7.58,6.3,3,5.7,4.8,8.2,1,6.5
gpt4,risk,5,7.3,3.16,6.36,5.76,3.4,4.7,5.4,4.1,1.3,4.64
gpt4,role,4.44,4.74,3.7,6.36,6.24,3.06,4.06,4.5,5.8,1.4,6.3
gpt4,romance,5.34,7.08,2.86,7.14,5.36,5.24,4.6,2.1,8,2.3,6.3
gpt4,rubble,5.56,4.42,6.64,4.3,3.84,6.2,4.04,5.8,2.3,1.5,1.68
gpt4,ruffle,5.06,4.2,5.24,4.24,3.92,5.52,2.7,2.7,4.6,3.5,3
gpt4,saloon,5.4,5.84,6.14,6.22,3.74,5.88,4.4,6,5.3,2.9,4.2
gpt4,sandwich,2.66,3.28,7,4.6,6.16,7,3.2,4.7,6.46,3.9,2.14
gpt4,scalpel,6.3,6.88,6.9,5.66,3.24,6.06,2.02,5.6,4.58,1.3,2.2
gpt4,script,4.98,3.54,4.76,5.22,5.6,3.76,4,4.2,5.7,1.8,4.3
gpt4,seed,2.52,3.46,6.64,4.94,5.5,5.94,1.6,3.9,6.4,1.9,2.1
gpt4,sentence,3.94,4.18,4.66,4.58,6.16,3.66,4.1,4.5,4.8,1.4,5
gpt4,service,4.66,4.64,3.44,4.4,6.62,3.24,4.5,4.1,7.4,1.4,6.7
gpt4,settle,4.4,3.16,3.66,5.84,5.9,4.06,3.9,4.1,6.4,1.44,5.1
gpt4,shaft,5,4.68,5.86,4.82,4.04,4.82,3.5,6.4,3.9,1.86,1.8
gpt4,shame,3.98,6.54,2,3.1,5.66,3.5,3.56,3.8,2.1,1.1,5.76
gpt4,shark,3,8.08,6.86,7.16,5.56,6.58,5.7,6.3,3.6,2,1.32
gpt4,shirt,2.18,2.82,6.82,4.1,6.46,6.5,2.84,5,5.4,2.28,2.2
gpt4,shrug,4.44,3.56,4.86,5.28,4.6,5,1.96,5.1,4.54,3.2,4.26
gpt4,signal,4.24,5.5,4.78,6.4,6.04,5.22,4.28,4.9,5.6,1.6,4.56
gpt4,sin,4.66,7.38,2.28,3.9,5.42,3.22,4.2,5.2,1.9,1.48,5.8
gpt4,sister,1.76,4.2,6.2,4.8,6.58,6.46,3.4,1.6,7.2,2.2,6.5
gpt4,slave,4.66,7.22,5.64,1.62,4.46,5.38,3.94,5.1,1.68,1,6.56
gpt4,sleep,1.4,2.1,4.2,3.98,6.76,5.3,3,3.8,6.8,1.3,1.74
gpt4,slope,5.26,3.66,5.88,4.96,4.88,5.12,4.2,4.6,5.16,1.6,1
gpt4,slum,5.38,6.08,6.02,3.2,4.34,5.74,3.36,5.1,2.06,1.3,5.14
gpt4,smear,5.26,5.9,4.96,4.38,4.74,4.48,2.7,4.34,3,2.4,4.7
gpt4,smell,1.78,4.46,5.18,4.3,6.24,4.86,2.7,3.9,4.9,2.52,2
gpt4,snail,2.9,2.62,7,2.54,4.46,6.34,1.5,3.7,4.7,3.7,1.1
gpt4,snort,4.22,5.36,4.68,4.08,3.6,4.96,2.18,5.6,3.6,4.4,2.86
gpt4,soldier,4.5,6.96,6.56,7.1,6.1,6.4,5.1,6.8,5.8,1.2,5.7
gpt4,sorrow,4.74,6.2,2.48,2.7,4.92,4.04,3.7,3,2.1,1.2,5.3
gpt4,sparkle,3.72,6.38,4.76,6.64,4.08,6.3,3.1,2.5,7.54,3.5,1.9
gpt4,spinach,3.54,2.66,6.94,4.34,5.12,6.7,2.44,3.6,5.7,3.1,1.14
gpt4,spirit,3.92,6.5,2.64,7.2,5.98,3.96,4.8,4.1,6.9,1.9,4.1
gpt4,spit,2.72,5.5,5.96,4.18,4.74,5.4,2.08,5.9,2.42,3.06,3.1
gpt4,spring,2.14,4.76,5.04,5.68,6.48,5.8,3.9,3.1,7.4,2.6,1.9
gpt4,squash,3.5,3.52,5.86,4.92,5.3,5.94,2.56,4.8,4.9,3.1,2.2
gpt4,squeeze,3.58,5.48,4.66,4.36,4.9,5.12,3.02,4,4.7,3.1,3.54
gpt4,stab,5.04,7.8,5.52,7.3,5.2,5.7,3.5,6.2,1.3,1.2,5.6
gpt4,status,5.12,5.5,3.22,7.46,6.16,3.36,5.06,5.1,6.5,1.4,6.56
gpt4,stock,4.9,4.76,5.04,6.24,5.9,4.36,4.6,5.4,5.6,1.4,3.2
gpt4,stomach,2.98,4.32,6.6,4.52,5.98,5.68,4.2,4.8,4.7,2.02,1.4
gpt4,stove,3.26,3.38,6.98,4.88,5,6.68,3.7,3.5,5.4,1.94,1.2
gpt4,strand,5.1,3.54,5.22,4.78,4.6,4.84,2.08,4.1,5.1,1.84,1.7
gpt4,stretch,3.24,4.44,4.78,6.58,5.72,5.26,4.54,4.8,6.1,2.3,3.1
gpt4,stride,4.76,5.4,4.74,6.78,5.24,5.02,3.9,5.5,6.8,1.7,2.5
gpt4,string,2.4,3.2,5.9,4.78,5.1,5.52,2.1,4.1,5,2,1.5
gpt4,suburb,5.52,2.94,6.36,4.96,4.72,5.5,4.4,4.3,5.8,1.7,3.8
gpt4,success,4.96,6.98,3.16,8.3,6.36,3.84,6.2,5.2,8.8,1.7,5.5
gpt4,surgeon,5.82,7.4,6.72,7.4,5.18,6.08,5.34,6.4,6.6,1.46,5.4
gpt4,sweater,3.08,2.6,6.9,4.46,5.68,6.44,3.1,3.4,6.26,2.62,2.28
gpt4,sword,3.74,7.14,6.84,7.74,5.04,6.34,5.06,6.7,4,1.6,3.4
gpt4,table,1.62,2.84,6.9,4.92,6.9,6.8,4.1,4.2,5.2,1.4,2.4
gpt4,taboo,5.94,7.16,2.54,5.38,4.06,3.28,4.2,4.4,3.2,1.9,5.74
gpt4,talent,4.34,5.7,3,7.56,6.04,3.7,4.92,4.2,7.8,1.5,4.86
gpt4,terror,5.12,8.86,2.64,4.36,4.7,3.94,6.5,6.1,1.2,1,5.46
gpt4,texture,5.26,3.62,4.94,5.6,4.96,5.04,3.46,3.8,5.86,1.82,1.4
gpt4,throat,2.98,4.76,6.56,5,5.58,5.9,3.6,5.4,4.7,1.36,1.8
gpt4,tiger,2.54,8.06,7,7.58,6.1,6.94,6.36,6.3,5.1,2,1.48
gpt4,toast,3.44,4.24,6.54,5.28,5.6,6.32,2.5,4.2,6.4,3.6,3.2
gpt4,toilet,2.84,3.42,6.96,2.38,6.08,6.34,3,4.7,4.3,4,2.06
gpt4,tortoise,3.92,2.74,7,3.86,4.06,6.5,4,3.8,5.7,3.8,1
gpt4,town,2.54,4.08,6.22,6.12,6.28,6.2,5.1,4.6,5.78,1.88,5.74
gpt4,toxin,6.38,7.68,5.7,3.7,4.32,4.46,4.4,5.5,1.3,1.12,1.8
gpt4,traffic,4.3,7.04,6.1,4.82,5.92,5.64,5.46,5.5,3.28,1.54,4.6
gpt4,transit,5.34,4.76,5.34,4.9,5.14,4.92,4.5,4.8,5.6,1.7,4.5
gpt4,treason,6.36,8.02,3.92,2.38,4.26,3.62,5.94,6.1,1.4,1,6.62
gpt4,treasure,3.4,6.26,5.38,7.5,5.64,6.12,6.3,3.5,8.5,2.1,2.88
gpt4,trend,5.42,5.28,3.46,6.7,5.9,3.56,4.06,4.4,6,1.9,5.34
gpt4,triumph,5.28,7.54,2.98,8.28,5.12,4.44,6.2,6.1,8.7,1.7,5.7
gpt4,troll,5.08,6.4,5.16,3.9,4.5,4.96,3.94,6,2.5,4.2,5.1
gpt4,trouble,3.7,7.1,3.72,3.94,6.18,3.9,5.26,5,2.6,1.54,5.8
gpt4,trousers,2.64,3.08,6.96,4.74,5.66,6.4,3.7,5.9,5.2,3.3,1.4
gpt4,trumpet,3.36,6.02,6.8,5.54,4.68,6.52,3.6,5.8,6.1,3.2,2.46
gpt4,trust,3.78,4.12,2.34,7.74,5.8,3.16,5.3,4.3,8.2,1.5,6.98
gpt4,tulip,3.72,3.6,6.76,4.7,4.08,6.68,1.94,2.1,7.4,2.3,1.1
gpt4,tumble,3.32,6.06,4.52,4.06,4.42,5.64,3.06,4.7,4,3.6,2.4
gpt4,typhoon,5.94,8.1,6.52,5.58,3.8,5.82,6.74,5.5,2,1.7,1.2
gpt4,ulcer,6.26,6.98,6.38,2.76,3.74,5.14,2.54,5.2,2,1.2,1.6
gpt4,urge,4.56,6.8,2.54,6.62,5.42,2.9,4,4.54,5.4,1.9,4.6
gpt4,usher,5.12,4.26,5.22,6.08,4.32,4.92,3.8,5.2,6.1,2.36,5.4
gpt4,venom,5.3,7.54,6.1,7.06,4.62,4.88,4.72,5.7,1.9,1.4,3.1
gpt4,verge,5.18,6.16,3.88,5.38,4.64,3.9,3.44,4.8,5,1.7,3.36
gpt4,version,5.08,3.94,3.98,5,5.72,2.56,3.86,4.4,5.3,1.4,3.3
gpt4,victim,5.1,7.12,5.12,1.56,5.36,5.02,4,3.8,2.4,1,6.2
gpt4,virtue,5.38,4.38,1.94,6.66,5.26,3.18,4.8,3.5,8.4,1.6,6
gpt4,vowel,4.62,3.1,4.6,4.62,5.06,3.3,2.5,3.9,5.1,2.02,1.56
gpt4,vulture,4.78,6.84,6.7,4.48,3.68,6.5,4.62,6,2.9,1.9,1.8
gpt4,waitress,5,4.52,6.36,3.8,4.88,6.32,3.58,2.1,5.5,2.4,6.2
gpt4,wallet,3.84,4,6.7,5.8,5.6,6.6,2.8,5.4,5.9,2.28,2.8
gpt4,walnut,4.44,2.86,6.92,4.24,4.08,6.3,2,4.4,5.7,2.4,1.2
gpt4,walrus,4.76,3.6,6.78,4.26,3.44,6.6,4.86,5.7,5.44,4.2,1.16
gpt4,whimper,4.52,4.92,5.24,2.32,3.64,5.5,2.1,3.56,3.1,3.1,4.4
gpt4,whisper,3.34,4.54,4.64,4.3,5.52,5.56,2.4,2.8,5.5,2.3,5.2
gpt4,whore,6.7,8.04,5,3.46,3,4.46,2.84,2.5,1.7,2.2,5.6
gpt4,wisdom,5.96,3.9,2.16,8.1,5.42,3.2,5.8,4.7,8.2,1.2,4.1
gpt4,wish,2.64,4.94,2.06,5.56,6.02,3.92,3,3.3,7.46,2.3,4.72
gpt4,wit,5.4,4.98,3,7.04,4.7,2.74,3.8,4.5,7.3,4.4,4
gpt4,wood,2.24,3.1,6.9,5.26,5.9,6.36,4.16,5.9,5.2,1.5,1.3
gpt4,wrath,5.64,7.92,2.5,6.86,4.58,4.06,5.5,6,2,1.2,5.5
gpt4,wrestle,3.66,7.48,5.3,5.92,4.34,5.78,4.16,6.5,4.02,3.2,6.3
gpt4,yeast,5.8,2.9,6.3,3.82,3.92,5.42,1.9,4,4.8,3,1
gpt4,zebra,2.42,4.66,6.96,4.84,4.84,6.86,4.78,4.3,5.5,3.4,1.4
gpt4o,affair,5.78,6.3,3,5.5,5.22,3.34,3.5,4.1,3.2,1.6,5.82
gpt4o,aisle,5.52,3.24,5.2,4.6,4.9,4.2,3.5,3.6,5.1,1.7,2
gpt4o,anchor,4.84,3.64,6.22,5.6,4.6,5.54,5,5.6,5.5,1.94,1.2
gpt4o,anger,3.4,7.4,2.18,3.8,5.72,3.32,3.8,5.5,2.3,1.4,4.5
gpt4o,ant,2.5,3.6,6.5,3.28,5.22,5.8,1.5,4.14,4.48,2.66,1.1
gpt4o,applause,4.44,7.46,3.8,7,5.4,4.5,3.9,3.36,7.9,3.4,5.48
gpt4o,apple,1.8,3.2,6.62,4.8,6.64,6.5,3,3.7,7.1,2.44,1.2
gpt4o,apron,4.36,2.7,6.12,4.2,4.9,5.62,2.5,2.24,5.2,2.1,1.68
gpt4o,arson,6.36,8,3.4,2.7,3.94,3.6,4.8,5.78,1.5,1.1,5.2
gpt4o,art,3,5.2,3.6,6.4,6.4,4.3,4.1,3.6,7.7,2.9,4.4
gpt4o,artist,4.44,5.4,4.3,6.7,5.9,5.3,3.8,3.7,6.8,2.8,5.3
gpt4o,aspect,5.64,3.8,2.2,4.94,4.8,2.26,3.5,4.04,5.1,1.5,1.6
gpt4o,asthma,5.06,6.6,4.2,2.78,5,3.2,2.9,3.68,2.22,1.1,1.7
gpt4o,attempt,4.1,5.5,2.8,5.46,5.68,3.1,3.5,4.26,5.12,1.8,3
gpt4o,author,4.96,3.74,4.2,6.9,5.5,4.06,3.6,4.4,6.2,1.74,4.32
gpt4o,baby,1.56,4.62,6.46,3.56,6.68,6.64,2.1,2.6,8,3.3,6.12
gpt4o,balloon,2.5,5.2,6.34,4.8,5.7,6.5,3.8,3.1,6.6,4,1.96
gpt4o,ban,5.3,5.22,2.7,4,4.8,2.82,3.3,4.7,3,1.3,3.96
gpt4o,bandage,3.58,3.9,6.14,3.74,5,5.54,2.4,3.8,5.2,1.7,2.32
gpt4o,basket,3.06,2.8,6.3,4.2,5.4,5.96,3.5,3.16,5.6,2.02,1
gpt4o,battle,4.1,8.2,4.04,6.84,5.68,4.5,5.9,6.46,3.2,1.3,6.44
gpt4o,bead,3.4,2.8,6.1,4,4.36,5.74,2,2.4,5.56,2.04,1.2
gpt4o,beer,4.08,5.5,6.4,5.4,6.06,6.1,3.8,6.1,5.7,2.9,3.3
gpt4o,beggar,4.92,4.94,5,2.3,3.7,4.8,2.9,4.7,2.56,1.3,5.02
gpt4o,belief,4.18,4.9,1.9,6.3,5.7,2.62,3.8,3.8,6.9,2.2,4.2
gpt4o,bitch,6.1,7.34,3.44,3.5,4.9,3.5,3,4.2,2.1,1.4,5
gpt4o,blame,3.82,5.6,2.14,3,5.6,2.6,3.3,4.14,2.7,1.5,4.64
gpt4o,bliss,5.34,3.4,2.06,7.04,4.74,3.6,4.3,2.6,8.52,3,3.4
gpt4o,blister,4.96,6.02,5.2,3.1,4.4,4.8,2.3,4.66,2.8,1.06,1.1
gpt4o,blood,3.26,7.1,6.12,4.7,6.1,5.72,4.1,4.8,3.8,1.34,2.9
gpt4o,blouse,4.1,3.2,6.3,4.4,4.9,5.82,2.9,1.76,5.5,1.9,1.7
gpt4o,boast,5.22,6.3,2.6,6.94,4.4,3.1,3.9,5.74,3.78,2,4.8
gpt4o,bondage,6.66,6.4,3.1,1.9,3.2,3.62,3.6,4.84,1.9,1.2,4.4
gpt4o,bonnet,4.4,2.8,5.7,3.66,3.68,5.36,2.6,2.3,5.2,2.8,1.04
gpt4o,bounce,3.26,6.6,4.3,5.32,5.04,4.96,3,4.12,6.3,3.7,1.34
gpt4o,bowel,5.8,3.6,5.6,3.32,4.28,4.4,3.3,4.1,3.54,1.6,1.1
gpt4o,bowl,2.32,2.34,6.26,4.8,5.84,5.94,3.1,3.1,5.3,2.02,1.04
gpt4o,bracket,5.18,2.7,5.26,4.5,4.4,3.92,2.9,4.86,4.9,1.7,1.24
gpt4o,breakfast,2.18,4.34,6,5.36,6.56,6.44,3.5,3.5,7.3,3,2.6
gpt4o,breast,4.3,5.1,5.66,5.34,5.38,5.3,3.9,2.2,5.54,1.9,2
gpt4o,bulge,5.02,4.9,4.76,3.9,4.2,4.24,3.5,5.14,3.7,2.5,1
gpt4o,button,2.56,3,6.18,4.1,6.18,5.8,2,3.6,5,2.38,1.26
gpt4o,camp,3,5.16,5.4,5.1,5.5,5.1,4.4,4.62,5.9,2.68,4.5
gpt4o,cancer,5.46,7,3.7,2,5.8,3.8,4.6,4,1.5,1,2.4
gpt4o,candle,3.12,3.2,6.38,4.9,5.8,6.24,2.5,2.8,6.2,2.2,1.56
gpt4o,candy,2.18,5.3,6.36,4.5,5.84,6.38,2.6,2.6,7.1,3.5,1.6
gpt4o,canoe,4.2,3.6,6.36,5.4,4.6,6.08,4,4.44,5.9,2.5,1.36
gpt4o,carcass,6.2,6.3,6.24,2.58,3.2,5.42,4.4,4.8,2.4,1.3,1.52
gpt4o,caress,5.52,5.04,3.6,6.1,4.26,5.5,2.6,2.1,7.24,2.4,4.6
gpt4o,carpet,3.1,2.4,6.3,4.44,5.8,5.84,4.2,3.66,5.4,1.7,1.18
gpt4o,carriage,4.9,3.7,5.88,4.9,4.16,5.9,4.5,3.32,5.7,2.38,2.16
gpt4o,castle,3.64,4.9,6.42,7.2,5.34,6.4,6.2,5.6,7,2.9,2.6
gpt4o,cattle,4.98,3.34,6.54,3.7,4.8,6,5.8,5.5,5.1,1.8,1.96
gpt4o,caution,4.46,4.2,2.7,4.36,4.8,3.1,3.6,3.64,4.66,1.56,2.8
gpt4o,cease,5.44,3.9,2.36,3.6,4.7,2.5,3.4,4.04,4,1.6,2.8
gpt4o,ceiling,3.56,2.84,6.1,4.2,5.7,5.4,4.6,4.4,4.9,1.54,1
gpt4o,chauffeur,6.48,4.46,4.8,4.6,3.86,4.8,3.7,5.34,5.4,1.8,4.2
gpt4o,chest,3.28,4.7,5.42,5.06,5.4,5.42,4.1,5.2,5.2,1.9,1.3
gpt4o,chew,2.2,4.1,5.04,4.28,5.1,5.18,2.6,5.3,4.7,2.22,1.4
gpt4o,child,2,5,6.16,4,6.68,6.34,3.1,3.2,7.4,2.9,6.8
gpt4o,chord,5.48,3.88,3.9,5.1,4,3.64,3.1,4.2,6.1,1.9,1.88
gpt4o,circuit,5.96,4.88,4.6,5.06,4.1,3.2,4.1,5.2,5.1,1.5,1.3
gpt4o,city,2.5,5.3,6.14,5.82,6.44,5.8,6.4,4.3,5.9,1.74,5.9
gpt4o,class,2.88,4.4,3.2,5.6,6.46,3.24,4.1,3.8,6.1,2,5.6
gpt4o,clergy,6.1,3.7,3.8,5.5,4.28,3.44,4.2,5.14,5.2,1.7,5.5
gpt4o,cloak,4.84,3.66,5.52,4.9,4.2,5.4,3.1,4,4.9,2.2,1.44
gpt4o,closure,5.4,3.02,3,5.16,4.6,3,3.3,4,5.08,1.7,2.6
gpt4o,clover,4.7,2.7,6.4,5.02,4.36,5.8,2.5,3,6.34,2.7,1
gpt4o,coffin,5.36,4.7,5.88,2.6,4.68,5.7,3.9,4.6,2.4,1.2,1.64
gpt4o,column,4.5,3.5,4.96,5.2,5.6,4.3,4.6,4.58,5.1,1.5,1.9
gpt4o,comb,2.78,2.74,6.1,4.6,5.7,5.78,1.9,3.46,5,1.54,1.12
gpt4o,compass,4.3,3.6,5.7,5.9,4.7,5.2,3.5,4.94,6.1,1.8,1.6
gpt4o,complex,5.7,5.2,3.2,5.48,5.36,2.68,4.6,4.9,4.8,1.6,2.2
gpt4o,concept,5.56,4.6,1.5,5.74,5.46,2.2,4,4.2,5.62,1.76,3.1
gpt4o,consent,5.72,4.1,2.7,6.6,4.8,2.96,3.4,3.2,6.6,1.56,5.9
gpt4o,console,5.32,3.6,4.4,5.8,4.54,3.76,4,4.4,6.1,2.18,3.76
gpt4o,contempt,6.1,6.04,2,2.4,4.1,2.84,3.5,4.7,2.1,1.1,4.4
gpt4o,context,5.7,4,2.6,4.9,5.24,2.1,3.6,4,5.34,1.6,2.74
gpt4o,contract,5.4,4.3,3.4,5.8,5.8,3,3.6,4.98,4.8,1.6,4.5
gpt4o,costume,3.4,5.1,5.48,5.12,5,5.7,3.3,3.4,5.82,3.6,3.4
gpt4o,cottage,4.26,3,6.12,5.12,4.9,6.26,4.2,2.9,6.76,2.6,2.24
gpt4o,cotton,3.84,2.5,5.74,4.3,5.7,5.44,3.5,2.9,5.7,1.58,1.1
gpt4o,couch,3.12,2.2,6.5,4.2,5.8,6.34,4.4,3.7,5.5,2.12,1.6
gpt4o,cough,2.7,5.1,4.5,2.94,5.7,4.8,2.6,4.5,3.18,1.46,1.86
gpt4o,county,5.56,3.6,4.48,5.32,5.14,4,5.3,4.3,5.1,1.7,3
gpt4o,courage,4.24,6.8,1.96,8.1,5.7,2.8,5,5.94,7.9,2.9,4.96
gpt4o,crab,3.66,3.7,6.56,3.8,5.2,6,2.8,4.2,4.6,2.8,1.04
gpt4o,cricket,4.28,5.06,5.3,4.8,4.8,5.24,2.5,5.3,5.8,3.2,3.7
gpt4o,crisis,5.38,7.7,2.34,2.6,5.74,3,4.3,4.2,2.14,1.2,4.6
gpt4o,crude,5.1,5.38,3.3,3.7,4.2,2.94,3.3,5.44,3.5,1.7,1.8
gpt4o,crystal,4.16,4,6.22,5.7,5.16,6.44,3.1,2.7,6.6,2.4,1.1
gpt4o,cuddle,2.94,2.8,4.1,4.9,4.9,5.5,2.8,2.3,7.54,3.56,5.3
gpt4o,culture,5.22,4.7,2.56,6.54,5.72,3,5.1,3.96,6.8,1.88,6.08
gpt4o,cure,4.4,5,3.6,6.54,5.4,3.4,3.8,3.3,7.88,1.88,3.4
gpt4o,curtain,3.46,2.5,6.2,4.1,5.64,5.7,3.9,2.84,5.3,1.86,1.1
gpt4o,cushion,3.4,1.94,6.28,4.2,5.1,5.9,3.3,2.8,5.8,2.48,1.3
gpt4o,dance,2.72,7.1,4.6,6.38,6.1,6.2,4,2.76,7.2,3.9,6
gpt4o,dandruff,5.36,4,5.2,3.1,4,4.7,1.9,4.48,2.4,1.1,1.08
gpt4o,dare,3.6,7,2.9,7.1,5.36,3.1,3.7,5.44,5.6,2.9,4
gpt4o,date,3.6,5.7,4.3,5.5,5.5,5.18,3.2,3.5,6.3,2.4,5.96
gpt4o,delight,4.52,6.26,2.5,6.8,5.4,3.3,4,2.96,8.2,3.34,3.4
gpt4o,desert,3.8,4.8,6.4,4.98,5.1,6.18,6.2,4.86,4.6,1.8,1
gpt4o,despair,5.4,6.9,1.9,2.2,4.6,2.6,3.9,3.86,1.7,1,4.04
gpt4o,dessert,3,4.6,6.3,5.5,5.8,6.3,3.4,2.94,7.34,3.3,1.6
gpt4o,device,5.46,4.96,5.76,5.52,5.3,4.56,3.6,5.14,5.4,1.6,2.12
gpt4o,dinner,2.3,4,6,5.3,6.48,6.26,4,3.8,6.78,2.44,5.4
gpt4o,disgust,4.6,6.8,2.42,2.86,4.5,3.2,3.5,4.78,1.92,1.14,3.6
gpt4o,doctor,2.8,5.9,5.6,7.5,6.7,5.42,4.7,5.64,7.3,1.7,6.54
gpt4o,doctrine,6.22,4.02,2.2,5.8,3.84,2.32,4.5,5.2,4.5,1.5,4.6
gpt4o,donkey,3.8,3.82,6.56,3.8,4.6,6.4,3.9,4.8,4.4,3.6,1.28
gpt4o,doom,5.38,7.7,2.24,2.18,4.4,3.06,4.4,5.2,1.7,1.22,2.8
gpt4o,doubt,4.14,5.1,2.04,2.9,5.6,2.38,3.2,3.82,3.4,1.5,2.46
gpt4o,dread,5.36,7.5,1.82,2.4,4.3,3.08,3.8,4.6,2.2,1.24,2.8
gpt4o,duty,4.56,4.3,2.52,6.3,5.5,2.56,4.1,5.12,5.9,1.64,5.2
gpt4o,ease,4.1,2.3,2.8,5.9,5.5,3.3,3.1,3.2,7.18,2.3,1.98
gpt4o,employ,5.8,4.3,2.86,6,5,2.74,3.9,4.8,6.2,1.6,4.9
gpt4o,escort,6,6.1,4.04,5.32,4.06,4.4,4.1,4.54,4.86,1.8,5.2
gpt4o,essence,6,3.5,1.76,5.9,4.3,2.2,3.8,2.72,6.3,2,2.1
gpt4o,excuse,3.1,4.6,2.8,3.5,5.92,3,3,3.84,4.2,1.9,3.6
gpt4o,faith,4.04,4.8,1.8,7.1,5.7,2.58,4.5,3.2,7.5,2.22,4.8
gpt4o,fame,4.56,7,2.28,7.8,5.8,3,4.9,4.3,6.46,2.6,4.8
gpt4o,farewell,4.6,5.4,2.84,4.12,4.9,3.7,3.2,3.24,4.6,2.22,5.2
gpt4o,fault,4.28,4.94,3.2,3.24,5.48,3.3,3.6,4.46,3.26,1.56,2.36
gpt4o,feat,5.4,6.1,3.1,7.4,4.28,3.14,4.4,5.52,7,2.56,4.2
gpt4o,fiction,4.6,4.4,2.3,5.1,5.44,3.3,3.9,3.76,5.5,2.8,2.94
gpt4o,figment,5.96,4.3,1.8,4,3.5,2.5,2.3,3.7,4.8,3.3,1.6
gpt4o,fire,2.26,8,6.32,6.52,6.6,6.5,5.8,5.9,4.16,2.1,2.5
gpt4o,flea,4.7,4.6,6.38,2.52,4.38,5.3,1.4,4.1,2.72,2.8,1.1
gpt4o,fleet,5.14,5.5,4.7,6.46,4.4,3.9,6.2,5.18,5.5,1.9,2.44
gpt4o,flourish,5.56,6.18,3,7.5,4.52,4.2,4.7,3.3,7.56,2.78,2.62
gpt4o,food,1.4,5.2,6.6,5.08,6.92,6.64,4.5,3.3,7.4,2.46,3.3
gpt4o,forehead,3.22,2.9,6,4.4,5.6,5.76,2.4,3.7,5,1.9,1.1
gpt4o,forge,5.72,5.2,4.9,6.5,4.12,3.6,4.5,5.7,5.4,2.1,2.1
gpt4o,fortress,5.14,5.4,6.06,7.9,3.98,6.08,6.1,5.6,5.9,1.8,2.56
gpt4o,fraud,6.16,6.2,2.64,3.6,4.9,2.6,3.3,5.28,2,1.1,5.58
gpt4o,freedom,4.16,6.54,1.9,8.32,6.58,3.14,5.2,4.8,8.5,2.76,5.3
gpt4o,function,5.16,3.6,2.7,5.3,5.38,2.34,3.5,4.7,5.2,1.5,1.96
gpt4o,fuss,3.7,5.3,3,3.4,4.86,3.38,2.4,3.16,3.6,2.8,2.54
gpt4o,gain,3.5,5,2.98,7.2,5.26,3.26,4.1,5,6.9,1.92,3.18
gpt4o,game,1.9,6.54,4.2,5.8,6.5,4.5,4.2,5.44,6.54,3.6,5.1
gpt4o,garbage,3.1,4,6,2.9,5.76,5,3.9,4.86,2.3,1.3,1.1
gpt4o,giraffe,3.66,3.26,6.46,4.5,4.8,6.46,6,3.64,6.2,3.8,1.14
gpt4o,gist,5.54,4.06,2.42,5.26,3.6,2.5,2.9,4.3,5.3,1.92,2.5
gpt4o,glacier,5.72,3,6.56,4.5,3.8,6.12,6.3,4.4,5.34,1.7,1
gpt4o,glee,4.88,6.66,2.2,6.6,4.2,3.56,3,2.9,7.9,4,3.3
gpt4o,gloom,5.48,4.2,2.36,2.94,4.2,3.38,3.2,4.4,2.6,1.2,2.16
gpt4o,goose,2.88,4,6.54,4,5.1,6.1,3.2,3.2,5.4,3.7,1.14
gpt4o,greed,4.84,6.4,2.2,3.08,5.2,2.64,3.5,5.2,2,1.1,4.6
gpt4o,grind,4.4,6.26,4.6,4.68,4.94,4.58,3.3,5.4,4.04,1.38,1.3
gpt4o,guilt,4.54,6.44,2.06,2.96,5.3,2.6,3.5,4.4,2.44,1.16,4.4
gpt4o,guitar,4,5.7,6.3,5.6,5.7,6.2,4,5.2,6.5,2.68,2.7
gpt4o,hall,2.8,3,5.8,4.9,6,5.36,4.9,4.6,5.3,1.62,2.6
gpt4o,ham,2.9,3.1,6.42,3.8,5.2,5.5,3.2,4.9,5.7,3.5,1.3
gpt4o,hammock,5,1.8,6.16,4.78,3.8,6,3.7,3.86,6.48,3.06,1.5
gpt4o,hand,1.46,3.3,6.5,5.1,6.8,6.42,3.2,4.36,5.1,2,3.54
gpt4o,handle,3.2,3.6,5.78,5.7,5.76,4.8,3.2,5.3,5.2,1.64,1.1
gpt4o,harvest,4.82,4.66,5,5.88,4.6,5.2,4.8,4.26,7.1,2.3,2.18
gpt4o,hate,3.36,8.1,1.98,2.6,6,2.66,3.6,5.12,1.5,1.2,5.6
gpt4o,head,1.7,3.8,6.3,6,6.54,6,3.9,4.94,5.1,1.66,2.5
gpt4o,health,3.98,5,3,6.6,6.28,3.5,4.6,3.48,7.92,1.8,4
gpt4o,heaven,3.96,4.2,1.74,7.2,5.9,3.86,6.5,3.16,8.9,2.5,3.26
gpt4o,hit,2.3,7.2,4.22,4.3,5.88,4.3,3.3,5.9,2.9,1.38,4.8
gpt4o,honey,2.8,3.84,6.5,5.5,5.8,5.7,2.7,2.5,7.4,3.1,1.9
